,fullName,termType,rxcui
1537,10 ML pemetrexed 10 MG/ML Injection [Pemrydi Rtu],SBD,2637964
1538,10 ML phenylephrine hydrochloride 0.1 MG/ML Injection,SCD,2634228
1539,10 ML phenylephrine hydrochloride 0.1 MG/ML Injection [Immphentiv],SBD,2634233
1540,10 ML plazomicin 50 MG/ML Injection,SCD,2049553
1541,10 ML plazomicin 50 MG/ML Injection [Zemdri],SBD,2049558
1542,10 ML potassium chloride 2 MEQ/ML Injection,SCD,1860136
1543,10 ML procainamide hydrochloride 100 MG/ML Prefilled Syringe,SCD,1862220
1544,10 ML propofol 10 MG/ML Injection,SCD,1808234
1545,10 ML propofol 10 MG/ML Injection [Diprivan],SBD,1808235
1546,"10 ML rabies immune globulin, human 150 UNT/ML Injection",SCD,1652833
1547,"10 ML rabies immune globulin, human 150 UNT/ML Injection [HyperRAB]",SBD,1652834
1548,"10 ML rabies immune globulin, human 150 UNT/ML Injection [Kedrab]",SBD,1992538
1549,10 ML ramucirumab 10 MG/ML Injection,SCD,1657775
1550,10 ML ramucirumab 10 MG/ML Injection [Cyramza],SBD,1657777
1551,10 ML reslizumab 10 MG/ML Injection,SCD,1746893
1552,10 ML reslizumab 10 MG/ML Injection [Cinqair],SBD,1746898
1553,10 ML risankizumab-rzaa 60 MG/ML Injection,SCD,2604618
1554,10 ML risankizumab-rzaa 60 MG/ML Injection [Skyrizi],SBD,2604622
1555,10 ML rituximab 10 MG/ML Injection,SCD,1657862
1556,10 ML rituximab 10 MG/ML Injection [Rituxan],SBD,1657864
1557,10 ML rituximab-abbs 10 MG/ML Injection,SCD,2105826
1558,10 ML rituximab-abbs 10 MG/ML Injection [Truxima],SBD,2105831
1559,10 ML rituximab-arrx 10 MG/ML Injection,SCD,2472327
1560,10 ML rituximab-arrx 10 MG/ML Injection [Riabni],SBD,2472332
1561,10 ML rituximab-pvvr 10 MG/ML Injection,SCD,2273512
1562,10 ML rituximab-pvvr 10 MG/ML Injection [Ruxience],SBD,2273517
1563,10 ML ropivacaine hydrochloride 10 MG/ML Injection,SCD,1734090
1564,10 ML ropivacaine hydrochloride 10 MG/ML Injection [Naropin],SBD,1734091
1565,10 ML ropivacaine hydrochloride 2 MG/ML Injection,SCD,1734203
1566,10 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin],SBD,1734204
1567,10 ML sebelipase alfa 2 MG/ML Injection,SCD,1726979
1568,10 ML sebelipase alfa 2 MG/ML Injection [Kanuma],SBD,1726984
1569,10 ML selenious acid 0.0654 MG/ML Injection,SCD,562352
1570,10 ML sodium bicarbonate 42 MG/ML Injection,SCD,2198792
1571,10 ML sodium bicarbonate 42 MG/ML Prefilled Syringe,SCD,1868473
1572,10 ML sodium bicarbonate 84 MG/ML Injection,SCD,1923484
1573,10 ML sodium bicarbonate 84 MG/ML Prefilled Syringe,SCD,792577
1574,10 ML sodium chloride 9 MG/ML Injection,SCD,1807637
1575,10 ML sodium chloride 9 MG/ML Prefilled Syringe,SCD,727820
1576,10 ML sodium iodide 0.118 MG/ML Injection,SCD,198219
1577,10 ML sodium iodide 0.118 MG/ML Injection [Iodopen],SBD,211976
1578,10 ML sodium lactate 5 MEQ/ML Injection,SCD,237378
1579,10 ML sodium nitrite 30 MG/ML Injection,SCD,253010
1580,10 ML sotalol hydrochloride 15 MG/ML Injection,SCD,904630
1581,10 ML tocilizumab 20 MG/ML Injection,SCD,1657979
1582,10 ML tocilizumab 20 MG/ML Injection [Actemra],SBD,1657980
1583,10 ML tranexamic acid 100 MG/ML Injection,SCD,238720
1584,10 ML tranexamic acid 100 MG/ML Injection [Cyklokapron],SBD,208104
1585,10 ML zinc chloride 1 MG/ML Injection,SCD,237508
1586,10 ML zinc sulfate 1 MG/ML Injection,SCD,237511
1587,10.5 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection,SCD,2560315
1588,10.5 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection [Zynrelef],SBD,2560309
1589,100 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler,SCD,966536
1590,100 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar],SBD,966538
1591,100 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler,SCD,966540
1592,100 ML acetaminophen 10 MG/ML Injection,SCD,483017
1593,100 ML acetaminophen 10 MG/ML Injection [Ofirmev],SBD,1041530
1594,"100 ML albumin human, USP 200 MG/ML Injection",SCD,1741295
1595,"100 ML albumin human, USP 200 MG/ML Injection [Albuked]",SBD,1741296
1596,"100 ML albumin human, USP 200 MG/ML Injection [Albutein]",SBD,1742220
1597,"100 ML albumin human, USP 200 MG/ML Injection [Human Albumin Grifols]",SBD,1741304
1598,"100 ML albumin human, USP 200 MG/ML Injection [Plasbumin]",SBD,1741313
1599,"100 ML albumin human, USP 250 MG/ML Injection",SCD,1741380
1600,"100 ML albumin human, USP 250 MG/ML Injection [Albuked]",SBD,1742031
1601,"100 ML albumin human, USP 250 MG/ML Injection [Albuminar]",SBD,1741758
1602,"100 ML albumin human, USP 250 MG/ML Injection [Alburx]",SBD,1742406
1603,"100 ML albumin human, USP 250 MG/ML Injection [Albutein]",SBD,1741381
1604,"100 ML albumin human, USP 250 MG/ML Injection [Flexbumin]",SBD,1742403
1605,"100 ML albumin human, USP 250 MG/ML Injection [Human Albumin Grifols]",SBD,1742227
1606,"100 ML albumin human, USP 250 MG/ML Injection [Kedbumin]",SBD,1742224
1607,"100 ML albumin human, USP 250 MG/ML Injection [Plasbumin]",SBD,1742399
1608,"100 ML albumin human, USP 50 MG/ML Injection",SCD,1741410
1609,100 ML albumin human-kjda 250 MG/ML Injection,SCD,2054173
1610,100 ML albumin human-kjda 250 MG/ML Injection [Albuminex],SBD,2054174
1611,100 ML amiodarone hydrochloride 1.5 MG/ML Injection,SCD,1046406
1612,100 ML amiodarone hydrochloride 1.5 MG/ML Injection [Nexterone],SBD,1046408
1613,100 ML bivalirudin 5 MG/ML Injection,SCD,1997017
1614,100 ML calcium gluconate 10 MG/ML Injection,SCD,2562542
1615,100 ML calcium gluconate 20 MG/ML Injection,SCD,2117608
1616,100 ML cetuximab 2 MG/ML Injection,SCD,1657663
1617,100 ML cetuximab 2 MG/ML Injection [Erbitux],SBD,1657664
1618,100 ML ciprofloxacin 2 MG/ML Injection,SCD,1665210
1619,100 ML clevidipine 0.5 MG/ML Injection,SCD,1790245
1620,100 ML clevidipine 0.5 MG/ML Injection [Cleviprex],SBD,1790246
1621,100 ML conivaptan hydrochloride 0.2 MG/ML Injection,SCD,1294550
1622,100 ML conivaptan hydrochloride 0.2 MG/ML Injection [Vaprisol],SBD,1294552
1623,100 ML daptomycin 10 MG/ML Injection,SCD,2632127
1624,100 ML daptomycin 7 MG/ML Injection,SCD,2632133
1625,100 ML dexmedetomidine 0.004 MG/ML Injection,SCD,1718909
1626,100 ML dexmedetomidine 0.004 MG/ML Injection [Precedex],SBD,1718910
1627,100 ML edaravone 0.3 MG/ML Injection,SCD,1924316
1628,100 ML edaravone 0.3 MG/ML Injection [Radicava],SBD,1924317
1629,100 ML epirubicin hydrochloride 2 MG/ML Injection,SCD,1732186
1630,100 ML epirubicin hydrochloride 2 MG/ML Injection [Ellence],SBD,1732187
1631,100 ML eptifibatide 0.75 MG/ML Injection,SCD,200349
1632,100 ML eptifibatide 0.75 MG/ML Injection [Integrilin],SBD,261097
1633,100 ML eptifibatide 2 MG/ML Injection,SCD,1736477
1634,100 ML eptifibatide 2 MG/ML Injection [Integrilin],SBD,1736478
1635,100 ML esmolol hydrochloride 20 MG/ML Injection,SCD,979432
1636,100 ML esmolol hydrochloride 20 MG/ML Injection [Brevibloc],SBD,979434
1637,100 ML fentanyl 0.05 MG/ML Injection,SCD,2635081
1638,100 ML fish oil (containing omega-3 acids) 100 MG/ML Injection,SCD,2053513
1639,100 ML fish oil (containing omega-3 acids) 100 MG/ML Injection [Omegaven],SBD,2053514
1640,100 ML fluconazole 2 MG/ML Injection,SCD,1721315
1641,100 ML gentamicin 0.8 MG/ML Injection,SCD,310473
1642,100 ML gentamicin 0.9 MG/ML Injection,SCD,310474
1643,100 ML gentamicin 1 MG/ML Injection,SCD,242816
1644,100 ML gentamicin 1.2 MG/ML Injection,SCD,1870631
1645,100 ML glucose 50 MG/ML Injection,SCD,1795609
1646,100 ML idecabtagene vicleucel 4600000 CELLS/ML Injection,SCD,2536449
1647,100 ML idecabtagene vicleucel 4600000 CELLS/ML Injection [Abecma],SBD,2536451
1648,100 ML immune globulin intravenous (human) - ifas 100 MG/ML Injection,SCD,2102463
1649,100 ML immune globulin intravenous (human) - ifas 100 MG/ML Injection [Panzyga],SBD,2102464
1650,"100 ML immunoglobulin G, human 100 MG/ML Injection",SCD,1809421
1651,"100 ML immunoglobulin G, human 100 MG/ML Injection [Bivigam]",SBD,1809422
1652,"100 ML immunoglobulin G, human 100 MG/ML Injection [Flebogamma]",SBD,1809477
1653,"100 ML immunoglobulin G, human 100 MG/ML Injection [Gammagard]",SBD,1809670
1654,"100 ML immunoglobulin G, human 100 MG/ML Injection [Gammaked]",SBD,1809441
1655,"100 ML immunoglobulin G, human 100 MG/ML Injection [Gammaplex]",SBD,1876673
1656,"100 ML immunoglobulin G, human 100 MG/ML Injection [Gamunex]",SBD,1809582
1657,"100 ML immunoglobulin G, human 100 MG/ML Injection [Octagam]",SBD,1809502
1658,"100 ML immunoglobulin G, human 100 MG/ML Injection [Privigen]",SBD,1809517
1659,"100 ML immunoglobulin G, human 50 MG/ML Injection",SCD,1809456
1660,"100 ML immunoglobulin G, human 50 MG/ML Injection [Flebogamma]",SBD,1809457
1661,"100 ML immunoglobulin G, human 50 MG/ML Injection [Gammaplex]",SBD,1809511
1662,"100 ML immunoglobulin G, human 50 MG/ML Injection [Octagam]",SBD,1809648
1663,"100 ML insulin, regular, human 1 UNT/ML Injection",SCD,2179744
1664,"100 ML insulin, regular, human 1 UNT/ML Injection [Myxredlin]",SBD,2179749
1665,100 ML labetalol hydrochloride 1 MG/ML Injection,SCD,2479566
1666,100 ML levetiracetam 10 MG/ML Injection,SCD,1193358
1667,100 ML levetiracetam 15 MG/ML Injection,SCD,1193360
1668,100 ML levetiracetam 5 MG/ML Injection,SCD,1193362
1669,100 ML levofloxacin 5 MG/ML Injection,SCD,1665507
1670,100 ML linezolid 2 MG/ML Injection,SCD,1662278
1671,100 ML linezolid 2 MG/ML Injection [Zyvox],SBD,1662280
1672,100 ML magnesium sulfate 10 MG/ML Injection,SCD,829757
1673,100 ML magnesium sulfate 40 MG/ML Injection,SCD,1658262
1674,100 ML metronidazole 5 MG/ML Injection,SCD,311683
1675,100 ML midazolam 1 MG/ML Injection,SCD,2541171
1676,100 ML milrinone lactate 0.2 MG/ML Injection,SCD,1791840
1677,100 ML olive oil 160 MG/ML / soybean oil 40 MG/ML Injection,SCD,1986388
1678,100 ML olive oil 160 MG/ML / soybean oil 40 MG/ML Injection [Clinolipid],SBD,1986389
1679,100 ML omidubicel-onlv 8000000 CELLS/ML Injection,SCD,2637360
1680,100 ML pemetrexed 10 MG/ML Injection,SCD,2637966
1681,100 ML pemetrexed 10 MG/ML Injection [Pemrydi Rtu],SBD,2637967
1682,100 ML potassium chloride 0.1 MEQ/ML Injection,SCD,312507
1683,100 ML potassium chloride 0.2 MEQ/ML Injection,SCD,1860239
1684,100 ML potassium chloride 0.3 MEQ/ML Injection,SCD,312521
1685,100 ML potassium chloride 0.4 MEQ/ML Injection,SCD,1860463
1686,100 ML propofol 10 MG/ML Injection,SCD,1808217
1687,100 ML propofol 10 MG/ML Injection [Diprivan],SBD,1808219
1688,100 ML propofol lipid emulsion 10 MG/ML Injection,SCD,2559909
1689,100 ML propofol lipid emulsion 20 MG/ML Injection,SCD,2370234
1690,100 ML propofol lipid emulsion 20 MG/ML Injection [Propoven],SBD,2370236
1691,100 ML ropivacaine hydrochloride 2 MG/ML Injection,SCD,1734347
1692,100 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin],SBD,1734348
1693,100 ML ropivacaine hydrochloride 5 MG/ML Injection,SCD,1734479
1694,100 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin],SBD,1734480
1695,100 ML sodium chloride 4.5 MG/ML Injection,SCD,1807549
1696,100 ML sodium chloride 9 MG/ML Injection,SCD,1807632
1697,100 ML sodium nitroprusside 0.2 MG/ML Injection,SCD,2052423
1698,100 ML sodium nitroprusside 0.2 MG/ML Injection [Nipride],SBD,2052424
1699,100 ML sodium nitroprusside 0.5 MG/ML Injection,SCD,1876368
1700,100 ML sodium nitroprusside 0.5 MG/ML Injection [Nipride],SBD,1876373
1701,100 ML sodium thiosulfate 125 MG/ML Injection,SCD,2618749
1702,100 ML sodium thiosulfate 125 MG/ML Injection [Pedmark],SBD,2618755
1703,100 ML soybean oil 100 MG/ML Injection,SCD,1859368
1704,100 ML soybean oil 100 MG/ML Injection [Intralipid],SBD,1859370
1705,100 ML soybean oil 200 MG/ML Injection,SCD,1799694
1706,100 ML soybean oil 200 MG/ML Injection [Intralipid],SBD,1799696
1707,100 ML theophylline 2 MG/ML Injection,SCD,313284
1708,100 ML tirofiban 0.05 MG/ML Injection,SCD,1737466
1709,100 ML tirofiban 0.05 MG/ML Injection [Aggrastat],SBD,1737468
1710,100 ML tranexamic acid 10 MG/ML Injection,SCD,2170286
1711,100 ML vancomycin 5 MG/ML Injection,SCD,1807511
1712,100 ML vasopressin (USP) 0.2 UNT/ML Injection,SCD,2591428
1713,100 ML vasopressin (USP) 0.2 UNT/ML Injection [Vasostrict],SBD,2591431
1714,100 ML vasopressin (USP) 0.4 UNT/ML Injection,SCD,2399907
1715,100 ML vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict],SBD,2399909
1716,100 ML vasopressin (USP) 0.6 UNT/ML Injection,SCD,2399913
1717,100 ML vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict],SBD,2399915
1718,100 ML zoledronic acid 0.04 MG/ML Injection,SCD,1114085
1719,100 ML zoledronic acid 0.05 MG/ML Injection,SCD,705824
1720,100 ML zoledronic acid 0.05 MG/ML Injection [Reclast],SBD,705875
1721,1000 MG estradiol 0.001 MG/MG Topical Gel,SCD,2619683
1722,1000 MG estradiol 0.001 MG/MG Topical Gel [Divigel],SBD,2619684
1723,1000 ML dextrose monohydrate 50 MG/ML / potassium chloride 0.01 MEQ/ML Injection,SCD,2566844
1724,1000 ML glucose 100 MG/ML / sodium chloride 4.5 MG/ML Injection,SCD,244098
1725,1000 ML glucose 100 MG/ML Injection,SCD,1795481
1726,1000 ML glucose 25 MG/ML / sodium chloride 4.5 MG/ML Injection,SCD,1795470
1727,1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 2.25 MG/ML Injection,SCD,686534
1728,1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 4.5 MG/ML Injection,SCD,630796
1729,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection,SCD,1863973
1730,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 3 MG/ML Injection,SCD,1863988
1731,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,SCD,1863605
1732,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,SCD,615107
1733,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML Injection,SCD,309783
1734,1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML / sodium chloride 2.25 MG/ML Injection,SCD,686185
1735,1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML / sodium chloride 4.5 MG/ML Injection,SCD,615099
1736,1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML Injection,SCD,309785
1737,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 2.25 MG/ML Injection,SCD,664704
1738,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 4.5 MG/ML Injection,SCD,615100
1739,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection,SCD,615111
1740,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML Injection,SCD,309786
1741,1000 ML glucose 50 MG/ML / sodium chloride 2 MG/ML Injection,SCD,1794887
1742,1000 ML glucose 50 MG/ML / sodium chloride 2.25 MG/ML Injection,SCD,1794905
1743,1000 ML glucose 50 MG/ML / sodium chloride 3 MG/ML Injection,SCD,1795150
1744,1000 ML glucose 50 MG/ML / sodium chloride 3.3 MG/ML Injection,SCD,1795171
1745,1000 ML glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection,SCD,1795250
1746,1000 ML glucose 50 MG/ML / sodium chloride 9 MG/ML Injection,SCD,1795346
1747,1000 ML glucose 50 MG/ML Injection,SCD,1795612
1748,1000 ML glucose 500 MG/ML Injection,SCD,1795519
1749,"1000 ML heparin sodium, porcine 2 UNT/ML Injection",SCD,1658690
1750,1000 ML magnesium sulfate 40 MG/ML Injection,SCD,1658265
1751,1000 ML mannitol 100 MG/ML Injection,SCD,311447
1752,1000 ML mannitol 50 MG/ML Injection,SCD,311452
1753,1000 ML mannitol 50 MG/ML Injection [Osmitrol],SBD,206535
1754,1000 ML olive oil 160 MG/ML / soybean oil 40 MG/ML Injection,SCD,1986373
1755,1000 ML olive oil 160 MG/ML / soybean oil 40 MG/ML Injection [Clinolipid],SBD,1986378
1756,1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,SCD,403890
1757,1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,SCD,637551
1758,1000 ML potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection,SCD,237367
1759,1000 ML sodium chloride 4.5 MG/ML Injection,SCD,1807552
1760,1000 ML sodium chloride 9 MG/ML Injection,SCD,1807639
1761,11 ML ravulizumab-cwvz 100 MG/ML Injection,SCD,2461134
1762,11 ML ravulizumab-cwvz 100 MG/ML Injection [Ultomiris],SBD,2461136
1763,11.1 ML casirivimab 120 MG/ML Injection,SCD,2465246
1764,11.1 ML imdevimab 120 MG/ML Injection,SCD,2465253
1765,"11.7 ML hyaluronidase, human recombinant 2000 UNT/ML / rituximab 120 MG/ML Injection",SCD,1927885
1766,"11.7 ML hyaluronidase, human recombinant 2000 UNT/ML / rituximab 120 MG/ML Injection [Rituxan Hycela]",SBD,1927890
1767,12 HR 5-hydroxytryptophan 100 MG Extended Release Oral Tablet,SCD,2605719
1768,12 HR acetazolamide 500 MG Extended Release Oral Capsule,SCD,562524
1769,12 HR albuterol 4 MG Extended Release Oral Tablet,SCD,359144
1770,12 HR albuterol 8 MG Extended Release Oral Tablet,SCD,359145
1771,12 HR amoxicillin 1000 MG / clavulanate 62.5 MG Extended Release Oral Tablet,SCD,617995
1772,12 HR amoxicillin 1000 MG / clavulanate 62.5 MG Extended Release Oral Tablet [Augmentin],SBD,861689
1773,12 HR arginine 350 MG Extended Release Oral Tablet,SCD,2001469
1774,12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule,SCD,259081
1775,12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule [Aggrenox],SBD,1362082
1776,12 HR atropine sulfate 0.04 MG / chlorpheniramine maleate 8 MG / hyoscyamine sulfate 0.19 MG / pseudoephedrine hydrochloride 90 MG / scopolamine hydrobromide 0.01 MG Extended Release Oral Tablet,SCD,1048124
1777,12 HR brompheniramine maleate 11 MG Extended Release Oral Tablet,SCD,731032
1778,12 HR brompheniramine maleate 11 MG Extended Release Oral Tablet [Bromax],SBD,979529
1779,12 HR brompheniramine maleate 11 MG Extended Release Oral Tablet [Respa-BR],SBD,966555
1780,12 HR brompheniramine maleate 6 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet,SCD,1357883
1781,12 HR brompheniramine maleate 6 MG / pseudoephedrine hydrochloride 45 MG Extended Release Oral Tablet,SCD,1430522
1782,12 HR brompheniramine maleate 6 MG Extended Release Oral Tablet,SCD,359281
1783,12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet,SCD,993503
1784,12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet [Wellbutrin],SBD,993511
1785,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,SCD,993518
1786,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin],SBD,993528
1787,12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet,SCD,993536
1788,12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet [Wellbutrin],SBD,993537
1789,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet,SCD,1551468
1790,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],SBD,1551474
1791,12 HR carbamazepine 100 MG Extended Release Oral Capsule,SCD,388311
1792,12 HR carbamazepine 100 MG Extended Release Oral Capsule [Carbatrol],SBD,404742
1793,12 HR carbamazepine 100 MG Extended Release Oral Capsule [Equetro],SBD,672908
1794,12 HR carbamazepine 100 MG Extended Release Oral Tablet,SCD,199378
1795,12 HR carbamazepine 100 MG Extended Release Oral Tablet [Tegretol],SBD,866303
1796,12 HR carbamazepine 200 MG Extended Release Oral Capsule,SCD,200133
1797,12 HR carbamazepine 200 MG Extended Release Oral Capsule [Carbatrol],SBD,308977
1798,12 HR carbamazepine 200 MG Extended Release Oral Capsule [Equetro],SBD,672910
1799,12 HR carbamazepine 200 MG Extended Release Oral Tablet,SCD,402505
1800,12 HR carbamazepine 200 MG Extended Release Oral Tablet [Tegretol],SBD,866305
1801,12 HR carbamazepine 300 MG Extended Release Oral Capsule,SCD,200131
1802,12 HR carbamazepine 300 MG Extended Release Oral Capsule [Carbatrol],SBD,313931
1803,12 HR carbamazepine 300 MG Extended Release Oral Capsule [Equetro],SBD,672909
1804,12 HR carbamazepine 400 MG Extended Release Oral Tablet,SCD,402506
1805,12 HR carbamazepine 400 MG Extended Release Oral Tablet [Tegretol],SBD,866307
1806,12 HR carbetapentane citrate 60 MG / guaifenesin 600 MG / phenylephrine hydrochloride 15 MG Extended Release Oral Tablet,SCD,1037153
1807,12 HR carbinoxamine maleate 0.8 MG/ML Extended Release Suspension,SCD,1374770
1808,12 HR carbinoxamine maleate 0.8 MG/ML Extended Release Suspension [Karbinal],SBD,1374776
1809,12 HR cefaclor 500 MG Extended Release Oral Tablet,SCD,309043
1810,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet,SCD,1014571
1811,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Aller-Tec D],SBD,1014573
1812,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Wal Zyr D],SBD,1014580
1813,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Zyrtec-D],SBD,1014583
1814,12 HR chlorpheniramine maleate 12 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet,SCD,1363780
1815,12 HR chlorpheniramine maleate 12 MG Extended Release Oral Tablet,SCD,1363288
1816,12 HR chlorpheniramine maleate 12 MG Extended Release Oral Tablet [Chlor-Trimeton],SBD,1363290
1817,12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral Tablet,SCD,1664543
1818,12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral Tablet [Tuxarin],SBD,2099286
1819,12 HR chlorpheniramine maleate 8 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,1357894
1820,12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension,SCD,1652087
1821,12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension [Tuzistra],SBD,1652093
1822,12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended Release Suspension,SCD,1087459
1823,12 HR chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 MG Extended Release Oral Capsule,SCD,857512
